dam62.txt,0
dam64.txt,0
dam101.txt,1
dam107.txt,1
dam110.txt,1
dam113.txt,1
dam117.txt,1
dam26.txt,1
dam28.txt,1
dam31.txt,1
dam33.txt,1
dam88.txt,1
dam1.txt,2
dam4.txt,2
dam7.txt,2
dam106.txt,3
dam19.txt,3
dam42.txt,3
dam61.txt,3
dam83.txt,3
dam85.txt,3
dam10.txt,4
dam2.txt,4
dam5.txt,4
dam6.txt,4
dam8.txt,4
dam9.txt,4
dam40.txt,5
dam77.txt,5
dam78.txt,5
dam100.txt,6
dam102.txt,6
dam104.txt,6
dam112.txt,6
dam116.txt,6
dam99.txt,6
dam115.txt,7
dam25.txt,7
dam32.txt,7
dam60.txt,8
dam66.txt,8
dam90.txt,8
dam91.txt,8
dam92.txt,8
dam94.txt,8
dam96.txt,8
dam97.txt,8
dam63.txt,9
dam65.txt,9
dam67.txt,9
dam98.txt,9
dam103.txt,10
dam105.txt,10
dam108.txt,10
dam109.txt,10
dam111.txt,10
dam114.txt,10
dam52.txt,10
dam59.txt,10
dam76.txt,10
dam79.txt,10
dam80.txt,10
dam81.txt,10
dam82.txt,10
dam84.txt,10
dam86.txt,10
dam87.txt,10
dam89.txt,10
dam93.txt,10
dam95.txt,10
dam13.txt,11
dam73.txt,11
dam75.txt,11
dam21.txt,12
dam22.txt,12
dam23.txt,12
dam24.txt,12
dam27.txt,12
dam30.txt,12
dam34.txt,12
dam36.txt,12
dam37.txt,12
dam39.txt,12
dam12.txt,13
dam20.txt,13
dam29.txt,13
dam35.txt,13
dam44.txt,13
dam49.txt,13
dam50.txt,13
dam51.txt,13
dam55.txt,13
dam56.txt,13
dam58.txt,13
dam68.txt,13
dam14.txt,14
dam16.txt,14
dam38.txt,14
dam41.txt,14
dam43.txt,14
dam45.txt,14
dam46.txt,14
dam47.txt,14
dam48.txt,14
dam53.txt,14
dam11.txt,15
dam15.txt,15
dam17.txt,15
dam18.txt,15
dam3.txt,15
dam70.txt,15
dam71.txt,15
dam74.txt,15
dam54.txt,16
dam57.txt,16
dam69.txt,16
dam72.txt,16
